pk,example,good
902,The stick hit the fence,0
902,The stick fell on the fence,0
902,The stick climbed to the fence,0
902,The stick hit the fence,0
902,The stick hit the fence,0
902,The stick landed in the fence,0
902,The stick crushed the fence.,0
903,The needle poked the cloth,1
903,The sharp object stuck in the fabric.,1
903,The stick jabbed my ribs,1
903,The needle used fabric,0
903,A needle pulled the tissue,0
903,The needle wore the fabric,0
903,The needle provided the fabric.,0
903,The needle weave the fabric.,0
903,Needle discharged tissue,0
903,The needles bleached the tissue,0
903,The fabric was manufactured using the needle,0
903,The needle ignited the tissue,0
903,The needle loaded the tissue,0
903,The needle spin the jacket,0
903,The wool was cut with needle,0
903,The needle put the fabric to the water,0
903,The needle placed the tissue under control.,0
903,The needle pulled the material out of the,0
903,The needle placed tissue in the water,0
903,The needle stretched the fabric.,0
903,The needle has pulled out the fabric.,0
903,The tissue was swollen with a needle,0
903,The needle had developed the tissue:,0
903,The needle developed the tissue,0
903,(See Appendix C for a description of the content),0
903,The needle put the fabric into a stick,0
903,The needle pulled off the tissue,0
903,The dogstick pulled the veil,0
903,The needle put the fabric at work,0
903,The needle poured the fabric.,0
903,The needle gave fire to the fuel.,0
903,The needle was the canvas,0
903,The needle put the entire tissue in place,0
903,The needle marked the tissue,0
903,The needle was the tissue,0
903,The needle tried to fill the fabric well.,0
903,The needle threw off the fabric,0
903,The needle turned the clog,0
903,The needle has developed the fabric.,0
903,The needle pulled the fabric,0
903,The needle touched the tissue,0
904,Paula spanked the naughty child on the back,1
904,Débbi thumped the turtle on its shell.,1
904,Debbi crossed the nautical child at his back,0
904,Debbi carried the nautical child on his back.,0
904,Debbi kissed a nauseaous child at the Giuli back who died in 1981.,0
904,Christean whopped me on the shoulder,1
904,Christean extended the shipwreck to her back,0
904,Christean has spread naughty child to back,0
904,Christean kisses the child deluded into a spine,0
904,Wallis has moved child away from home,0
904,Wallis searched the child wrecked on his back,0
904,Wallis kissed the naughty child on his back,0
904,Wallis crossed the naughty child on the back,0
904,Eustace has gone over the naud child's back,0
904,Eustace squeezed the nautical child on his back.,0
904,Eustace was the nautical child on his back.,0
904,Eustace kissed the child shipwreck on back,0
904,Lorinda has swollen children shipwreck on their backs,0
904,Lorinda then overcame the child who was shipwrecked.,0
904,Lorinda kissed his nausea-filled back.,0
904,Lorinda covered the child with a spinal wreck,0
904,Corina covered the naupractising child on the back,0
904,Corina had a nautical child on his back.,0
904,Corina had covered the shipwrecked child in the rear,0
904,Corina has been traveling the nausea child on the back,0
904,Allix crossed the child wrecked on her back,0
904,Allix has succeeded the child nausea on the back to full extent.,0
904,Allix stretched the child on his back.,0
904,"Allix fled from the back, the nauseatic child",0
904,Proper embrace of the child's shipwreck on the back,0
904,Justus covered the naughty child in his back.,0
904,Just wrapped up the child's shipwreck on his back,0
904,A child is just moored in the back,0
904,4.2.3.4 Rest of child with nausea shall be covered with shells,0
904,A nauseous child was caught in a trap.,0
904,The child of the wreckage had been shelled.,0
904,"The shipwrecked child had masked himself in the back, and the child was well-made.",0
904,National Round Table on Environment and Development,0
904,We have cut the small wreck on the back.,0
904,I was on my back of the wrecked child and was kicked.,0
904,We have crossed the one naufragé child on his back.,0
905,Paula swatted Deirdre on the back,1
905,Dulciana punched him on the leg,1
905,The duck clawed me on the hand,1
905,Erhard swatted Dulciana on the back,0
905,Double-check in the back,0
905,Francisco defeated Dulciana on his back.,0
905,Francisco swept Dulciana on back,0
905,Francisco skated on Dulciana.,0
905,Francisco described Dulciana in his back,0
905,Clive Rainbow Clive Chest on back,0
905,Click in swab on the back.,0
905,Click on back,0
905,A few clicks on the back:,0
905,Northerners have been hit by Kaleena on the back,0
905,"At the back of the house, the Inigo ran Kaleena",0
905,"After periodic review of the recovery team report and the consultation results, the recovery team should:",0
905,Inigo swept Kaleena on the back,0
905,A stool sample was taken from Elinor on his back.,0
905,A legend for Captain James Martel,0
905,Decline on Elinor's back,0
905,Decrease of the pendulum on Elinor,0
905,Zak's speckles have swept them on their backs,0
905,"After the assault has ended, the Zak family members follow it up.",0
905,Zak harassed them on the bottom.,0
905,Zak screwed them on his back,0
905,Mountie crashed Dun on back,0
905,Chest swept Dun's back,0
905,Chryst has been affected by backtide,0
905,Chryst swept Dun to the back,0
905,Vinni wetted Kaleena on the back,0
905,Vinni wiped Kaleena on the back,0
905,Vinni wiped Kaleena on back,0
905,Vinni was the victim of Kaleena Educaton,0
905,Emera sailed from Dun to the rear,0
905,Wrap Dun Sheet,0
905,Emera swept Dun on his back,0
905,Emera swept Dun across the back,0
905,Brenda swept Debera to the back,0
905,Brenda swatted Debera on the back,0
905,Brenda swept Debera on the back,0
905,Brenda swept Debera in the back,0
906,Carol crushed the ice,1
906,Eddi fractured the vase,1
906,Eddi crushed the ice,0
906,Eddi crushed the ice,0
906,Eddi crushed ice,0
906,The ice has been chipped,1
906,I ruptured the balloon,1
906,The boys and girls crumbled their cookies,1
906,Skins crushed the ice,0
906,Dorette crushed the ice,0
906,Dorette crushes the ice,0
906,Dorette crushed the ice,0
906,Dorette crushed the ice,0
906,Marianne crushes ice,0
906,Marianne crushed the ice,0
906,Marianne crushes the ice,0
906,Marianne crushed ice,0
906,Larry crushes ice,0
906,Larry breaks ice,0
906,Larry crushes ice,0
906,Larry crushed the ice,0
906,Crushers ice,0
906,Iving crushes ice,0
906,Iving crushes ice,0
906,Iver crushed the ice,0
906,Nevile crushes the ice,0
906,Nevile crushes the ice,0
906,Nevile crushes ice,0
906,Nevile crushes ice,0
906,Bonny crushes ice,0
906,Bonny crashes ice,0
906,Bonny crushes the ice,0
906,Bonny Crashes the Ice,0
906,Eustace crushed the ice,0
906,Eustace crushed the ice,0
906,Eustace crushes ice,0
906,Eustace crushes ice,0
906,Audrye crushed the ice,0
906,Audrye crushed ice,0
906,Audrye crushed ice,0
906,Audrye crushed the ice,0
907,Carol carved the stone,1
907,Nikaniki gouged the object,1
907,She dented the car,1
907,Nikaniki carving stone,1
907,We and all the others shredded the papers,1
907,Painting Stone in Osborne,0
907,Stone carving Osborne,0
907,Craft on Osborne,0
907,Osborne sculpts the stone,0
907,Leonard carved the stone,0
907,Leonard carved the stone,0
907,Leonard carved the stone,0
907,Leonardo carved the stone,0
907,Hollis carved stone,0
907,Hollis carvings the stone,0
907,Hollis carves stone,0
907,Hollis used stone to sculpt,0
907,Stone sculpture,0
907,Asa sculpta the stone,0
907,Asa carved the stone,0
907,Asa carved the stone,0
907,Thanksgiving carved stone,0
907,Lothary sculpts the stone,0
907,Lothary carves stone,0
907,Lothaire carves stones,0
907,Rhona carving the stone,0
907,Rhona carving stone,0
907,Rhone carvings stone,0
907,Rhona carving stone,0
907,Nikaniki carved stone,0
907,Nikaniki carved the stone,0
907,Nikaniki carved stone,0
907,Nikaniki carved stones,0
907,"Gannon, carvings stone",0
907,Glonon sculpts stone,0
907,Gannon carved stone,0
907,Gannon sculpted the stone,0
907,Hollis carved stone,0
907,Hollis carves the stone,0
907,Hollis sculpts stones,0
907,Hollis carved the stone,0
908,Paula hit the ball,1
908,Timmie beat the object,1
908,The object was tapped,1
908,Timmie hit ball,0
908,Timmie hit the ball,0
908,Jillan struck the wall,1
908,Jillan reached the ball,0
908,Jillan beat the ball,0
908,Jillane hit the ball,0
908,The bow hit the ball,0
908,Prue hit bullet,0
908,Blowouts hit with bullets,0
908,The ball ran fine,0
908,Ami beat the ball,0
908,Friend beat ball,0
908,Friend beat the ball,0
908,The first beat the ball,0
908,Neill beaten the ball,0
908,Neill hit the ball,0
908,Running the ball,0
908,The pain struck the ball,0
908,Cyndia beat the ball,0
908,Cyndia shot,0
908,Cyndia beaten the ball,0
908,The ball was fired by cyndies,0
908,Cyndia hit bullet,0
908,Cyndia attacked the ball,0
908,Cyndia shot at wound,0
908,Cyndia receives bullet,0
908,Averyl beaten the ball,0
908,Averyl had the ball.,0
908,Averyl Strike the Ball,0
908,Averyl rolls the ball,0
908,Jillan beaten balloon,0
908,Jillan beaten the ball,0
908,Jillane beat the ball,0
908,Jillan shot in,0
908,Sheridan went to the ball,0
908,Sheridan beat the ball,0
908,Sheridan hit the ball,0
908,Sheridan beaten the ball,0
909,I kneaded the dough,1
909,Tiffi shook her drink,1
909,She and the man twisted the paste,1
909,Tiffi kneeled the dough,0
909,A tissue that sparks the dough,0
909,Re-invention of paste,0
909,Re-inserted the knee of the pulp,0
909,Restoring the Past,0
909,Re-Argines pulp,0
909,Dale knee-kneeling dough,0
909,Dale kneeling dough,0
909,Dale kneeling the dough,0
909,Dale kneed the dough.,0
909,Tiffi has knee of dough,0
909,Knot and dough,0
909,Tiffing kneeling dough,0
909,Tiffin’s knee in dough,0
909,Prince kneels thigh,0
909,Prince kneeling pasta,0
909,Prince's Pasta Bearded,0
909,Prince hands on it,0
909,Dale barboted the doughs,0
909,Dale knees doughs,0
909,Dale kneed the pulp,0
909,Dale kneeling dough,0
909,Valentine beaten paste,0
909,Valentine kneeling the dough,0
909,Valentine's Day Puts Pulp to the knee,0
909,Valentine knees the dough,0
